x,y,label
-73,53,1
-95,23,1
-10,-52,1
60,-87,1
-94,-50,1
-6,-22,1
-76,47,1
62,-53,1
-32,-15,1
-40,98,1
35,73,0
-55,35,1
82,-16,1
73,38,0
-58,-43,1
27,59,1
3,-54,1
59,-32,1
-29,81,1
-36,-50,1
77,86,0
-11,87,1
85,10,1
-27,57,1
90,10,0
27,-97,1
-90,-33,1
53,6,1
-37,22,1
32,-36,1
60,23,1
29,-29,1
-70,-37,1
69,-50,1
22,48,1
-92,-99,1
71,54,0
-69,-68,1
-60,-73,1
60,-91,1
-40,67,1
25,16,1
20,-19,1
-7,91,1
4,-10,1
6,57,1
6,-14,1
-25,72,1
-90,13,1
36,-24,1
-32,29,1
-50,38,1
-21,89,1
-49,65,1
-69,-83,1
91,71,0
-48,8,1
89,-98,1
88,53,0
-47,20,1
6,-61,1
-18,-25,1
36,-3,1
72,47,0
-68,68,1
-33,-76,1
73,-49,1
58,-21,1
-8,-6,1
10,8,1
92,53,0
-64,84,1
-22,17,1
93,8,0
12,35,1
91,-70,1
83,68,0
-28,65,1
-15,43,1
41,28,1
-4,-88,1
-44,-32,1
19,41,1
-57,17,1
-64,-99,1
-3,93,1
-59,-73,1
-83,6,1
-58,-26,1
53,3,1
70,79,0
-5,-84,1
23,94,0
-76,16,1
-5,-73,1
100,-53,1
-14,-68,1
6,51,1
-57,25,1
-50,-99,1
65,81,0
64,-54,1
31,69,0
0,2,1
43,84,0
-16,82,1
-25,51,1
-4,41,1
-99,98,1
96,-26,1
74,-83,1
-25,-36,1
0,-35,1
-84,4,1
-85,-16,1
-15,68,1
94,-8,1
23,25,1
-65,3,1
44,-8,1
-81,-61,1
-1,-91,1
-13,19,1
-74,-17,1
-53,2,1
61,-97,1
-78,28,1
-15,-71,1
-80,-8,1
3,-72,1
69,54,0
-95,-82,1
88,0,1
-20,3,1
98,-31,1
100,-65,1
54,47,0
65,25,1
62,-25,1
-76,-52,1
49,-98,1
-17,-4,1
0,-37,1
-51,-100,1
43,88,0
83,11,1
-15,-24,1
-49,-50,1
2,-69,1
33,5,1
-79,84,1
-45,-21,1
22,-3,1
3,86,1
62,11,1
-98,20,1
-79,54,1
-74,-66,1
42,-95,1
-28,-90,1
-53,10,1
98,4,0
-78,99,1
31,-66,1
68,76,0
6,98,0
-82,-45,1
-68,49,1
-8,80,1
-55,-33,1
11,-54,1
49,-34,1
-81,-99,1
24,1,1
33,-47,1
57,-12,1
28,52,1
-4,-57,1
100,32,0
55,-50,1
26,55,1
45,21,1
99,-55,1
-64,92,1
78,-39,1
39,-89,1
5,6,1
-7,96,1
98,-36,1
94,41,0
21,14,1
-18,20,1
65,-69,1
60,-72,1
24,-54,1
-78,60,1
24,-82,1
55,-23,1
17,89,0
-51,-36,1
-68,0,1
-6,-72,1
-39,-56,1
12,-41,1
-74,-31,1
-97,72,1
-10,-63,1
23,73,1
51,-59,1
80,-60,1
77,-73,1
-48,42,1
-56,-87,1
-6,66,1
66,51,0
-20,-17,1
6,19,1
92,39,0
31,26,1
90,-94,1
50,31,1
85,-54,1
-22,-89,1
-80,-43,1
68,-59,1
-11,-84,1
-57,-26,1
-28,-30,1
-2,85,1
12,-31,1
19,-50,1
62,-90,1
42,-72,1
37,-20,1
53,50,0
28,92,0
-96,89,1
-97,61,1
43,97,0
-92,49,1
7,5,1
-61,78,1
92,53,0
50,43,1
-40,-65,1
43,91,0
27,13,1
94,-1,1
27,-8,1
59,-52,1
60,24,1
8,-72,1
-24,-12,1
71,-79,1
88,-83,1
-18,-51,1
-49,-82,1
29,98,0
-92,-1,1
79,63,0
58,-65,1
42,-63,1
59,96,0
-53,83,1
-7,-52,1
69,1,1
35,100,0
-6,-8,1
-84,11,1
13,-53,1
-78,1,1
20,13,1
-6,-82,1
81,-72,1
78,68,0
11,-32,1
-93,78,1
84,-40,1
-3,45,1
3,-77,1
66,-15,1
58,-97,1
-79,-63,1
-2,-23,1
-96,65,1
-17,-59,1
-12,-32,1
-43,-96,1
-82,95,1
70,76,0
12,-62,1
-55,11,1
-96,88,1
95,38,0
-15,-89,1
-44,-3,1
-34,-45,1
-45,31,1
74,-56,1
-11,-99,1
61,-91,1
31,-8,1
-75,68,1
10,25,1
-80,33,1
4,-82,1
-64,-39,1
61,-11,1
57,82,0
50,13,1
12,19,1
59,-58,1
-40,50,1
-69,-90,1
-33,-56,1
50,-39,1
-95,43,1
16,42,1
-12,72,1
-60,-29,1
-14,-92,1
52,85,0
16,64,1
-4,-77,1
78,75,0
9,79,1
-33,72,1
19,48,1
58,-83,1
-55,29,1
-44,-96,1
-11,36,1
76,35,0
75,95,0
-79,11,1
-12,61,1
-87,38,1
-83,78,1
-58,-99,1
94,-11,1
-80,-63,1
15,14,1
-72,-77,1
-54,-2,1
66,37,0
-44,73,1
74,-82,1
-2,42,1
88,-92,1
-65,76,1
72,-34,1
35,93,0
-10,65,1
76,-55,1
-40,60,1
74,97,0
-35,2,1
25,71,1
-96,-8,1
-50,64,1
85,-67,1
-30,31,1
97,25,0
-36,-61,1
-53,-26,1
85,-52,1
-39,-94,1
28,-32,1
-81,15,1
43,5,1
-50,-99,1
-21,-82,1
59,-73,1
-94,-91,1
34,-82,1
-13,-55,1
63,53,0
-53,-56,1
46,90,0
27,-15,1
14,-87,1
-16,69,1
-96,-23,1
56,-39,1
-7,-14,1
-91,19,1
-36,76,1
-49,-27,1
3,0,1
81,-12,1
26,90,0
-44,64,1
-9,83,1
-47,-98,1
-54,-69,1
-9,40,1
-86,-93,1
-66,-1,1
78,41,0
67,28,1
-83,95,1
-83,16,1
1,64,1
69,-49,1
90,96,0
8,-9,1
55,-8,1
49,-94,1
-39,-83,1
-35,93,1
29,97,0
-17,-80,1
-97,27,1
-10,-27,1
39,68,0
43,-19,1
89,72,0
90,-33,1
41,-14,1
34,98,0
89,86,0
-70,-77,1
-97,36,1
-59,14,1
57,88,0
-82,99,1
-7,89,1
-40,8,1
78,60,0
-72,0,1
96,-28,1
20,-98,1
-81,-90,1
-95,-94,1
-74,49,1
-100,42,1
89,95,0
64,42,0
-42,14,1
48,29,1
-90,20,1
20,48,1
-91,43,1
73,99,0
37,-4,1
67,31,1
-77,-97,1
-38,16,1
11,-44,1
33,-94,1
95,48,0
69,75,0
-19,11,1
39,43,1
53,16,1
13,-17,1
-100,-34,1
93,15,0
-24,56,1
74,-89,1
0,-39,1
-80,-34,1
38,-16,1
82,-1,1
-18,58,1
-99,-98,1
-43,-79,1
-93,83,1
1,45,1
-9,100,1
-39,-4,1
61,42,0
1,-29,1
-18,65,1
-75,-43,1
-24,43,1
-36,-1,1
-74,-79,1
-92,-100,1
13,-47,1
-62,-39,1
-62,-37,1
-68,-49,1
51,-78,1
-88,-70,1
99,-56,1
-58,-17,1
-9,99,1
86,92,0
12,-48,1
83,-59,1
-37,-29,1
-81,-98,1
8,-66,1
-69,-58,1
34,22,1
6,-49,1
38,20,1
-72,13,1
-78,57,1
47,-9,1
-22,10,1
-65,-53,1
26,12,1
75,68,0
84,74,0
71,43,0
-52,-90,1
-89,-100,1
-16,-75,1
48,90,0
-65,56,1
100,-47,1
96,33,0
71,80,0
-74,29,1
-10,45,1
-75,12,1
0,-86,1
-91,-97,1
-68,45,1
32,63,1
-36,62,1
-15,-82,1
-48,-10,1
46,-86,1
13,-47,1
-51,-70,1
-50,75,1
-12,21,1
87,-27,1
83,-2,1
-77,-39,1
0,-14,1
15,-72,1
52,98,0
-74,-59,1
27,42,1
-99,-59,1
-74,48,1
-15,-86,1
61,76,0
-88,-36,1
-85,-83,1
-19,2,1
-7,-67,1
-63,-34,1
-96,-89,1
5,69,1
-27,-26,1
18,69,1
-74,-86,1
-83,72,1
29,-85,1
-66,-5,1
-66,-49,1
98,3,0
-51,52,1
-65,15,1
-97,95,1
32,45,1
78,-30,1
96,31,0
-60,-56,1
15,16,1
-85,-41,1
2,-91,1
-80,-91,1
-85,17,1
91,-75,1
-59,-17,1
39,-59,1
-20,50,1
94,-86,1
-10,-57,1
91,22,0
-67,34,1
20,-38,1
82,-53,1
-45,-30,1
38,78,0
37,56,1
-41,40,1
28,-28,1
81,-58,1
-90,46,1
-20,39,1
-52,90,1
47,50,1
4,-23,1
-26,79,1
76,51,0
-66,64,1
-11,-12,1
41,48,1
-34,97,1
1,-89,1
-21,-60,1
-27,24,1
-1,63,1
-31,-29,1
37,30,1
93,47,0
-91,-17,1
-13,-23,1
39,54,1
95,25,0
58,99,0
-25,90,1
-26,54,1
-21,24,1
-76,43,1
64,-30,1
-43,-60,1
-36,18,1
-64,6,1
38,3,1
-80,-85,1
-35,67,1
13,-70,1
-12,24,1
-34,-30,1
34,-96,1
56,60,0
15,-26,1
63,11,1
40,-25,1
55,-29,1
56,-47,1
-52,-28,1
84,30,0
-58,-66,1
-11,-15,1
16,-37,1
33,14,1
-39,18,1
-7,78,1
-18,-74,1
-28,43,1
-21,78,1
4,-19,1
-30,-66,1
39,-89,1
36,-35,1
-38,-79,1
-69,-78,1
-44,41,1
16,-19,1
