x,y,label
-90,-46,1
70,97,0
10,93,0
53,-43,0
36,77,0
-44,6,1
-34,-84,1
-51,29,1
-67,-14,1
37,75,0
-91,34,1
2,-17,1
33,-5,1
93,-57,1
-73,-25,1
-67,13,0
75,43,0
40,82,0
83,-34,1
11,-66,1
77,-24,1
-75,-82,0
98,100,1
-82,-69,1
8,-40,1
5,18,1
93,-98,1
-11,88,1
35,50,1
71,23,1
48,6,1
22,82,0
54,97,0
-6,24,1
-8,5,1
75,-62,1
61,36,1
26,55,1
-87,-12,1
-79,45,1
98,14,0
50,-70,0
19,81,0
36,77,1
100,87,0
-13,-3,1
-70,-45,1
-69,-61,1
64,-99,1
44,4,1
-34,-56,1
85,-9,1
-94,74,1
-58,61,1
-62,71,1
66,38,0
29,70,1
-11,-70,1
22,12,1
-36,60,1
38,-20,1
-66,71,1
58,-62,1
-16,12,1
-96,82,1
-71,48,1
-95,95,1
38,42,1
7,85,1
15,6,1
18,-36,1
-43,-30,1
50,-49,1
-37,80,1
5,29,1
-63,51,1
-23,-19,1
85,-5,1
32,-74,1
63,54,0
67,69,1
4,65,1
41,25,1
5,-5,1
65,-58,1
49,74,0
1,83,1
41,52,1
29,-22,1
-54,42,1
62,72,0
2,-20,1
-63,-38,1
-37,97,1
56,-28,1
-78,-85,1
95,-15,1
-62,92,1
-7,-23,1
-18,-31,1
77,74,0
-76,19,1
96,-97,1
-36,-96,1
67,4,1
-81,-20,1
53,83,0
-63,73,1
96,-1,1
60,36,1
49,9,1
89,-24,1
-71,-78,1
40,-78,1
-57,-75,1
-1,85,1
-37,11,1
85,99,0
12,-40,1
79,32,0
40,8,0
7,-1,1
42,-3,1
99,-77,1
52,-30,1
76,-14,1
91,-96,1
23,-68,1
-88,-83,1
83,39,0
4,-32,1
-19,95,1
-61,-82,0
20,-33,1
-10,43,1
-49,2,1
-51,-60,1
75,30,0
85,20,0
-34,-53,1
-14,84,1
-89,-79,1
100,85,0
67,36,0
-31,-61,1
-53,-71,1
-93,-35,1
59,-70,1
-70,-8,1
31,48,1
0,-86,1
11,24,0
-3,-85,1
94,67,0
80,91,0
94,-87,1
6,29,1
94,-59,1
43,12,0
64,-99,1
50,-34,1
-16,-95,1
90,-94,1
27,96,0
-65,46,1
-7,65,1
36,36,1
22,50,1
84,56,0
-36,41,1
-27,36,1
-47,59,1
-1,62,0
-64,94,1
-24,37,1
-47,-42,1
-50,71,1
-22,-83,1
94,-77,1
58,-19,1
34,-43,1
-6,54,1
-21,7,1
75,64,0
18,87,0
-90,39,1
22,-92,1
-11,86,1
68,-100,1
-54,40,1
20,-91,1
44,72,0
-1,1,1
34,53,1
-37,33,1
-37,19,1
-66,-96,1
-26,-64,1
-40,26,1
15,97,0
-45,-19,0
-74,-27,1
10,23,1
-32,-56,1
72,-36,1
-41,20,1
-36,49,1
59,8,1
-91,-36,1
72,44,0
-36,-69,1
-94,-40,1
-31,68,1
44,-34,1
83,52,0
-16,31,1
-56,-39,1
-6,-11,1
-70,-31,1
-75,93,1
-52,25,1
-79,50,1
3,81,1
61,70,0
-94,-86,1
41,58,1
96,-88,1
70,-1,0
38,-87,1
-4,-55,1
46,-14,1
-3,-73,0
-95,-58,1
-34,-83,1
14,-82,1
23,-63,1
-54,-10,1
4,31,1
-89,-58,1
-49,-24,1
24,35,1
-63,87,1
-86,32,1
-36,10,1
-15,-47,1
-96,-97,1
-56,-28,1
42,-53,1
-78,-71,1
3,77,1
25,-80,1
-1,-37,1
38,-86,1
-40,87,1
-61,39,0
42,-90,1
67,-76,1
-54,31,1
-31,11,1
-100,35,1
-65,72,1
-93,-38,1
-60,97,1
2,-8,1
-50,70,1
81,-83,1
-98,84,1
-79,41,1
37,-75,1
20,8,0
-48,-23,1
8,19,1
-56,-13,1
-13,-20,1
-59,-27,1
-99,90,1
64,-59,1
89,50,0
-64,13,1
-91,-64,1
49,54,0
62,5,1
73,-51,1
-59,13,1
-97,-7,1
16,-71,1
93,-50,1
-84,67,1
76,-83,1
-21,-17,0
-16,-77,1
-32,8,1
-88,4,1
-66,-3,1
-90,-25,1
22,-17,1
34,-39,1
25,58,1
-98,-53,1
-50,70,1
-53,6,1
60,-84,1
80,95,0
24,-48,1
-40,-10,1
-84,17,1
-19,63,1
3,20,1
-46,-67,1
90,-97,1
49,-11,0
22,15,0
48,66,0
-40,-79,1
26,48,1
35,0,1
28,89,0
48,-21,1
37,-98,1
55,-21,1
25,50,1
60,45,0
3,45,1
75,-48,1
100,72,0
96,65,1
-48,-35,1
49,61,0
-53,88,1
-70,-9,1
14,94,0
33,30,1
41,34,1
-95,-3,1
-42,9,1
59,-16,1
31,99,0
-64,81,1
78,66,0
-64,-23,1
49,-62,1
17,-21,1
25,0,1
53,-43,1
14,-6,1
-8,-22,1
-88,-75,1
91,-65,1
8,-29,1
75,72,0
-100,25,1
-63,23,1
-43,-8,1
59,-68,1
-41,99,1
-100,-24,1
-16,-78,1
63,-85,1
-49,59,1
-31,-68,1
84,57,0
-22,-82,1
-72,-4,1
-79,-51,1
55,-52,1
-62,-4,1
6,-46,1
-53,-89,1
54,-75,1
55,-51,1
15,-42,1
-45,45,1
-84,45,1
85,-45,1
-56,-19,1
32,-15,1
-6,52,1
52,-68,1
-22,-30,1
67,-63,1
-10,-50,1
77,-61,1
66,56,0
88,-76,1
-40,29,1
-94,65,1
-93,-87,1
40,32,1
-38,96,1
77,4,1
89,88,0
99,-23,1
54,-81,1
-86,20,1
-9,11,1
50,-33,1
-30,36,1
72,59,0
-94,81,1
49,-45,1
-6,-39,1
9,29,1
-6,-74,1
-37,3,1
81,55,0
-49,72,1
55,-86,1
-89,-71,1
28,-31,1
-19,8,1
71,63,0
-57,-52,1
-32,-93,1
-59,-78,1
-87,-36,1
52,23,1
-85,4,1
-57,-64,1
-76,45,1
82,-59,1
-57,77,1
-91,-82,1
-100,-52,1
-21,27,1
-52,-65,1
21,-65,1
15,12,1
26,64,1
-71,-1,1
-79,60,0
-16,92,1
52,51,0
52,-46,1
50,-49,1
-45,17,1
21,-21,1
53,-39,1
-98,-21,1
57,84,0
-18,29,1
34,-16,1
-43,-8,1
86,43,0
45,82,0
-74,-4,1
71,-72,1
16,15,1
26,-14,1
-99,-79,1
-68,-73,1
62,55,0
-51,61,1
7,-4,1
75,49,0
-13,87,1
15,-11,1
45,-25,1
-65,93,1
-53,80,1
-18,43,1
5,75,1
34,-5,1
24,-55,1
29,-11,1
95,-75,1
-34,16,1
-38,36,1
-92,-61,1
8,76,1
99,41,0
39,-21,1
-62,-20,1
-59,69,1
-55,0,1
52,17,1
12,41,1
28,-23,1
25,48,1
-12,96,1
-67,-26,1
39,-11,1
-85,-22,1
-52,35,1
83,4,1
-90,-9,1
96,-84,1
-31,29,1
-30,-74,1
-27,-13,1
-81,91,1
-16,39,1
-28,-31,1
14,-2,1
-38,14,1
-58,-2,1
-62,5,1
-78,42,0
-25,83,1
22,-96,1
-67,39,1
-80,7,0
53,80,0
57,59,0
-5,43,0
83,23,0
-15,72,1
71,-76,1
23,-30,1
63,12,1
29,11,1
-20,79,1
-43,56,1
-8,-84,1
-84,-97,1
42,-17,1
73,15,0
37,2,1
14,-56,1
97,-35,1
-96,-17,1
-73,-97,1
-19,-72,1
-67,47,1
18,48,1
-11,16,1
-12,-94,1
-93,-5,1
-19,18,1
-1,-55,1
51,-88,1
-30,54,1
-7,16,1
-62,94,1
-25,-26,1
-28,-48,1
