x,y,label
35,-63,1
-28,38,1
15,48,1
65,-2,1
-28,24,1
-12,-45,1
35,40,1
-54,80,1
-12,24,1
63,-6,1
-4,-9,1
51,9,1
66,49,0
76,-54,1
-32,6,1
9,86,1
49,-3,1
-75,76,1
-73,-48,1
-33,37,1
78,-24,1
-100,-13,1
6,90,1
-97,23,1
-48,76,1
16,-18,1
-65,91,1
-25,-38,1
-52,67,1
-17,-97,1
98,13,0
-16,28,1
84,37,0
41,-47,1
75,42,0
-83,32,1
-34,-82,1
-51,-4,1
22,-3,1
44,-21,1
-67,-56,1
71,66,0
12,-61,1
-19,70,1
97,49,0
-62,-15,1
54,-16,1
-97,-72,1
8,-52,1
-5,-80,1
65,13,1
8,-11,1
-97,37,1
-99,41,1
-24,26,1
-7,-24,1
-87,30,1
-90,-89,1
15,30,1
52,-75,1
28,85,1
-10,-97,1
-80,-88,1
-39,-59,1
-35,-24,1
85,-75,1
-13,-100,1
60,-75,1
-1,-46,1
-71,-26,1
-87,-2,1
-9,-17,1
-41,-32,1
7,-58,1
-92,21,1
-37,17,1
16,54,1
71,73,0
98,17,0
-31,17,1
-49,-31,1
56,-100,1
-62,-21,1
-41,86,1
4,99,0
-76,46,1
22,-62,1
70,-12,1
-41,-10,0
-18,-9,1
85,81,0
-27,82,1
73,53,0
-33,22,1
51,-46,1
15,-52,1
-22,-71,1
69,48,0
87,33,0
-31,-99,1
-36,58,1
12,-7,1
10,-55,1
69,91,0
82,-53,1
41,-100,1
98,-58,1
19,-56,1
-53,-44,1
55,34,1
-2,22,0
-86,-10,1
-83,-12,1
88,41,0
-62,62,1
88,1,1
28,27,1
-31,-89,1
-13,-12,1
-6,-85,0
75,-97,1
-11,-7,1
-47,-52,1
-69,-31,1
27,21,1
73,-77,1
49,24,1
-56,-58,1
-80,87,1
-11,23,0
-62,-51,1
-11,-42,1
-85,41,1
38,5,1
-73,-73,1
11,48,1
93,-17,1
-81,84,1
80,4,1
-43,-17,1
42,25,1
55,38,1
83,-80,1
-26,8,1
-70,72,1
-95,-79,1
76,-33,1
14,88,0
-57,99,1
45,-81,1
41,62,0
-24,-15,1
-43,-8,1
76,-41,1
61,-74,1
-99,16,1
83,47,0
-91,-1,1
74,-47,0
74,-83,1
-32,-91,1
89,-37,1
24,48,1
-74,-19,1
-98,69,1
-79,-37,1
-70,-94,1
9,-91,1
-48,94,1
-2,14,1
40,99,0
-23,-82,1
25,-21,1
-49,69,1
-38,-59,1
-78,25,1
-96,-95,1
-2,100,1
88,95,0
-64,99,1
-98,95,1
-82,-100,1
47,86,0
1,-17,1
45,54,1
31,-64,1
98,-81,1
73,-17,1
53,92,0
81,56,0
-35,56,1
94,71,0
12,41,1
-79,41,1
80,50,0
88,90,0
62,-27,1
30,36,1
-66,65,1
-37,54,1
42,-59,1
-79,-39,1
94,-42,1
-73,58,1
3,-86,1
-78,45,1
39,-28,1
-63,-85,1
1,-74,1
15,-9,1
6,7,1
-100,-27,1
-39,36,1
-89,73,1
-21,-5,1
-92,92,1
-17,3,1
-15,-30,1
82,-91,1
-72,54,1
0,-22,1
3,66,1
-24,98,1
-54,-55,1
39,61,0
73,-4,1
82,83,0
-17,50,1
-44,12,0
3,62,1
-59,-5,1
-19,38,1
55,-7,1
-51,-45,1
-8,49,1
11,-51,1
-86,78,1
87,-10,1
60,-31,1
-88,44,1
42,-92,1
-82,-5,1
-39,-69,1
-88,66,1
39,-26,1
-52,-77,1
-8,-52,1
-87,-27,1
-52,69,1
-29,-61,1
83,87,0
-18,-18,1
-87,-14,1
-38,-38,1
-51,-67,1
-32,34,1
-34,91,1
-76,83,1
85,17,0
65,-77,1
-35,87,1
22,59,1
-64,-64,1
-71,-88,1
-58,-53,1
-64,51,1
66,-77,1
-55,-52,1
31,96,0
-22,58,1
-78,3,1
21,94,0
-38,-13,1
-39,73,1
51,-73,1
-82,26,1
-66,26,1
51,-59,1
-63,-10,1
-18,-92,1
18,32,1
-76,53,1
-5,14,1
-46,82,1
36,-95,1
29,84,0
-50,-20,1
73,29,0
-75,53,1
67,75,0
-95,50,1
-79,-21,1
-76,3,1
-62,-15,1
29,72,0
33,-15,1
-90,-5,1
-40,40,1
28,15,1
-35,37,1
-90,46,1
92,-3,1
-71,-32,1
-72,-63,1
-79,-52,1
-60,-27,1
48,90,0
14,-73,1
-9,63,1
91,3,1
-71,-24,1
63,-17,1
-11,-73,1
-65,-20,1
-41,55,1
10,67,1
40,-65,1
15,71,1
-54,-53,1
-8,-83,1
-5,-22,1
-30,-85,1
61,-58,0
-76,43,1
14,-17,1
43,-58,1
46,68,0
-72,30,1
68,-52,1
3,22,1
19,86,0
82,90,0
0,-15,1
58,77,0
97,-66,1
55,-35,1
63,-46,1
79,-90,1
-40,15,1
-80,52,1
11,50,1
-16,4,1
-31,-69,1
-46,-76,1
53,-16,1
-44,51,1
42,46,1
34,-48,1
59,34,1
83,13,1
-62,16,1
-35,-69,1
-16,-40,1
98,24,0
-44,-100,1
-76,-93,1
100,32,0
87,40,0
-25,62,0
-38,-53,1
-83,4,1
76,13,1
-92,-78,0
-11,-8,1
85,-75,1
88,56,0
-98,-48,1
91,53,0
-81,-68,1
-29,93,1
46,-96,1
99,-87,1
21,33,1
-63,-59,1
5,69,1
38,-15,1
-87,21,1
-47,86,1
-46,13,1
-33,-12,1
-42,-78,1
7,44,1
-62,68,1
72,-52,1
66,-38,1
76,41,0
-83,-85,1
-13,-18,1
-80,-55,1
-42,98,1
57,-91,1
-60,79,1
-93,-38,1
-2,13,1
46,88,1
22,10,1
-5,60,1
48,2,1
-99,-95,1
-45,-10,1
75,-1,1
-24,99,1
74,-68,1
-76,-55,1
86,-22,1
-53,49,1
55,56,1
47,85,0
-41,90,1
-91,93,1
31,-47,1
-10,58,1
69,-67,1
86,-14,1
1,-36,1
26,-60,1
59,77,0
-98,36,1
82,-58,1
0,5,1
-67,-20,1
1,9,1
-73,72,1
-67,-34,1
23,99,0
31,-79,1
54,-85,1
-40,4,0
-48,33,1
5,-33,1
-28,12,1
16,-45,1
70,-53,1
54,-99,1
33,47,1
-99,28,1
-29,56,1
-51,-20,1
-29,-69,1
99,-8,1
85,-31,1
80,1,1
47,49,1
-53,-81,1
-43,-92,1
98,48,0
-93,71,1
11,70,1
-34,31,1
23,-41,1
-69,-60,1
-96,-8,1
-4,-40,1
-12,-55,1
12,-46,1
-78,-35,1
33,86,0
-50,98,1
83,-43,1
88,-98,1
-21,75,1
3,-96,1
26,-18,1
-57,35,1
-40,-24,1
59,-50,1
97,37,1
-63,66,1
65,-14,1
11,43,1
62,71,0
-35,-36,1
-42,-87,1
95,57,0
-99,-56,1
38,98,0
60,-44,1
-89,-30,1
90,43,0
-31,42,1
-49,-59,1
40,-60,1
84,-45,1
-1,45,1
-89,43,1
-55,21,1
-33,-94,1
-99,-95,1
-13,-46,1
-21,-20,1
-93,80,1
